date,R_t-estimate,Low_50,High_50
2020-07-30,0.97,0.84,1.08
2020-07-31,0.89,0.71,0.96
2020-08-01,0.84,0.7000000000000001,0.9500000000000001
2020-08-02,0.87,0.68,0.9400000000000001
2020-08-03,0.87,0.7000000000000001,0.96
2020-08-04,0.86,0.71,0.97
2020-08-05,0.92,0.72,0.99
2020-08-06,0.9,0.71,0.98
2020-08-07,0.92,0.73,1.0
2020-08-08,0.9400000000000001,0.76,1.03
2020-08-09,0.9400000000000001,0.77,1.04
2020-08-10,0.9500000000000001,0.78,1.05
2020-08-11,0.98,0.81,1.08
2020-08-12,1.0,0.8300000000000001,1.1
2020-08-13,1.11,0.9400000000000001,1.21
2020-08-14,1.29,1.08,1.34
2020-08-15,1.3800000000000001,1.37,1.62
2020-08-16,1.61,1.42,1.6600000000000001
2020-08-17,1.6300000000000001,1.49,1.71
2020-08-18,1.6500000000000001,1.55,1.75
2020-08-19,1.6600000000000001,1.57,1.75
2020-08-20,1.67,1.51,1.69
2020-08-21,1.59,1.45,1.62
2020-08-22,1.49,1.37,1.53
2020-08-23,1.43,1.3,1.46
2020-08-24,1.3,1.2,1.36
2020-08-25,1.22,1.1500000000000001,1.3
2020-08-26,1.24,1.1500000000000001,1.3
2020-08-27,1.22,1.09,1.24
2020-08-28,1.1400000000000001,1.04,1.19
2020-08-29,1.07,0.96,1.11
2020-08-30,1.05,0.9400000000000001,1.09
2020-08-31,1.02,0.91,1.06
2020-09-01,0.99,0.88,1.03
2020-09-02,0.9,0.79,0.9400000000000001
2020-09-03,0.84,0.72,0.88
2020-09-04,0.8,0.6900000000000001,0.85
2020-09-05,0.76,0.67,0.8300000000000001
2020-09-06,0.73,0.62,0.79
2020-09-07,0.73,0.62,0.79
2020-09-08,0.73,0.62,0.79
2020-09-09,0.74,0.61,0.79
2020-09-10,0.77,0.65,0.8300000000000001
2020-09-11,0.78,0.67,0.85
2020-09-12,0.79,0.6900000000000001,0.87
2020-09-13,0.81,0.72,0.9
