date,R_t-estimate,Low_50,High_50
2020-07-29,1.07,0.89,1.16
2020-07-30,1.1500000000000001,0.99,1.25
2020-07-31,1.1400000000000001,0.97,1.23
2020-08-01,1.11,0.9400000000000001,1.2
2020-08-02,1.11,0.92,1.18
2020-08-03,1.19,1.05,1.3
2020-08-04,1.23,1.11,1.35
2020-08-05,1.28,1.1,1.34
2020-08-06,1.26,1.11,1.34
2020-08-07,1.29,1.12,1.35
2020-08-08,1.24,1.1,1.32
2020-08-09,1.2,1.05,1.27
2020-08-10,1.33,1.19,1.4000000000000001
2020-08-11,1.31,1.17,1.3800000000000001
2020-08-12,1.24,1.1300000000000001,1.33
2020-08-13,1.24,1.09,1.29
2020-08-14,1.2,1.07,1.27
2020-08-15,1.25,1.1300000000000001,1.32
2020-08-16,1.29,1.16,1.35
2020-08-17,1.08,0.93,1.12
2020-08-18,1.04,0.91,1.1
2020-08-19,1.02,0.89,1.08
2020-08-20,0.99,0.87,1.06
2020-08-21,0.93,0.81,1.0
2020-08-22,0.9500000000000001,0.84,1.03
2020-08-23,0.91,0.77,0.97
2020-08-24,0.89,0.76,0.96
2020-08-25,0.87,0.76,0.96
2020-08-26,0.87,0.72,0.93
2020-08-27,0.87,0.73,0.9400000000000001
2020-08-28,0.88,0.75,0.96
2020-08-29,0.87,0.74,0.9500000000000001
2020-08-30,0.9,0.76,0.98
2020-08-31,0.9500000000000001,0.78,1.0
2020-09-01,0.9500000000000001,0.8,1.02
2020-09-02,1.01,0.85,1.07
2020-09-03,1.1,0.9500000000000001,1.16
2020-09-04,1.1500000000000001,1.01,1.22
2020-09-05,1.19,1.09,1.29
2020-09-06,1.2,1.06,1.26
2020-09-07,1.28,1.1400000000000001,1.33
2020-09-08,1.29,1.17,1.36
2020-09-09,1.33,1.21,1.3900000000000001
2020-09-10,1.33,1.2,1.3800000000000001
2020-09-11,1.34,1.21,1.3800000000000001
2020-09-12,1.33,1.2,1.37
2020-09-13,1.33,1.24,1.4000000000000001
