date,R_t-estimate,Low_50,High_50
2020-08-19,1.25,1.16,1.33
2020-08-20,1.31,1.18,1.35
2020-08-21,1.25,1.18,1.34
2020-08-22,1.2,1.09,1.25
2020-08-23,1.1500000000000001,1.04,1.2
2020-08-24,1.16,1.04,1.2
2020-08-25,1.07,0.96,1.12
2020-08-26,1.1,0.97,1.1300000000000001
2020-08-27,1.07,0.9500000000000001,1.11
2020-08-28,1.0,0.89,1.05
2020-08-29,1.06,0.93,1.09
2020-08-30,1.03,0.91,1.07
2020-08-31,1.04,0.92,1.08
2020-09-01,1.03,0.91,1.07
2020-09-02,1.02,0.9,1.06
2020-09-03,1.05,0.93,1.09
2020-09-04,1.1,0.97,1.1300000000000001
2020-09-05,1.07,0.96,1.11
2020-09-06,1.04,0.9500000000000001,1.1
2020-09-07,1.04,0.9400000000000001,1.09
2020-09-08,1.17,1.07,1.22
2020-09-09,1.19,1.09,1.24
2020-09-10,1.27,1.16,1.3
2020-09-11,1.27,1.17,1.31
2020-09-12,1.35,1.26,1.4000000000000001
2020-09-13,1.33,1.23,1.37
