date,10.0
2020-03-22,0.9
2020-03-23,0.99
2020-03-24,1.0
2020-03-25,1.0
2020-03-26,1.0
2020-03-27,1.0
2020-03-28,1.0
2020-03-29,1.0
2020-03-30,1.0
2020-03-31,1.0
2020-04-01,1.0
2020-04-02,1.0
2020-04-03,1.0
2020-04-04,0.96
2020-04-05,0.86
2020-04-06,0.8
2020-04-07,0.33
2020-04-08,0.01
2020-04-09,0.01
2020-04-10,0.02
2020-04-11,0.03
2020-04-12,0.03
2020-04-13,0.06
2020-04-14,0.23
2020-04-15,0.71
2020-04-16,0.25
2020-04-17,0.1
2020-04-18,0.12
2020-04-19,0.07
2020-04-20,0.03
2020-04-21,0.01
2020-04-22,0.07
2020-04-23,0.18
2020-04-24,0.28
2020-04-25,0.26
2020-04-26,0.22
2020-04-27,0.15
2020-04-28,0.15
2020-04-29,0.0
2020-04-30,0.0
2020-05-01,0.0
2020-05-02,0.0
2020-05-03,0.0
2020-05-04,0.0
2020-05-05,0.0
2020-05-06,0.0
2020-05-07,0.0
2020-05-08,0.0
2020-05-09,0.0
2020-05-10,0.0
2020-05-11,0.0
2020-05-12,0.0
2020-05-13,0.01
2020-05-14,0.01
2020-05-15,0.0
2020-05-16,0.01
2020-05-17,0.01
2020-05-18,0.02
2020-05-19,0.02
2020-05-20,0.02
2020-05-21,0.02
2020-05-22,0.03
2020-05-23,0.04
2020-05-24,0.04
2020-05-25,0.04
2020-05-26,0.06
2020-05-27,0.11
2020-05-28,0.26
2020-05-29,0.6
2020-05-30,0.62
2020-05-31,0.75
2020-06-01,0.88
2020-06-02,0.95
2020-06-03,0.97
2020-06-04,0.97
2020-06-05,0.91
2020-06-06,0.98
2020-06-07,0.98
2020-06-08,0.99
2020-06-09,0.98
2020-06-10,0.99
2020-06-11,0.99
2020-06-12,1.0
2020-06-13,0.98
2020-06-14,0.95
2020-06-15,0.92
2020-06-16,0.96
2020-06-17,0.97
2020-06-18,0.96
2020-06-19,0.96
2020-06-20,0.97
2020-06-21,0.96
2020-06-22,0.97
2020-06-23,0.99
2020-06-24,1.0
2020-06-25,0.99
2020-06-26,0.99
2020-06-27,1.0
2020-06-28,1.0
2020-06-29,1.0
2020-06-30,1.0
2020-07-01,1.0
2020-07-02,1.0
2020-07-03,1.0
2020-07-04,1.0
2020-07-05,1.0
2020-07-06,1.0
2020-07-07,1.0
2020-07-08,1.0
2020-07-09,1.0
2020-07-10,1.0
2020-07-11,0.99
2020-07-12,0.99
2020-07-13,1.0
2020-07-14,1.0
2020-07-15,1.0
2020-07-16,1.0
2020-07-17,0.96
2020-07-18,1.0
2020-07-19,0.8
2020-07-20,0.46
2020-07-21,0.77
2020-07-22,0.83
2020-07-23,0.73
2020-07-24,0.73
2020-07-25,0.09
2020-07-26,0.57
2020-07-27,0.81
2020-07-28,0.87
2020-07-29,0.72
2020-07-30,0.49
2020-07-31,0.1
2020-08-01,0.29
2020-08-02,0.03
2020-08-03,0.02
2020-08-04,0.01
2020-08-05,0.02
2020-08-06,0.08
2020-08-07,0.69
2020-08-08,0.7
2020-08-09,0.7
2020-08-10,0.73
2020-08-11,0.74
2020-08-12,0.5
2020-08-13,0.54
2020-08-14,0.36
2020-08-15,0.27
2020-08-16,0.18
